epoch
0
0,0.3105591100708871,0.41779952849447727
1,0.2996781887774191,0.4369384725689888
2,0.29653539957196584,0.4817507688552141
3,0.29355732469056617,0.4695836431980133
4,0.29214571993045796,0.48974566596746444
5,0.29190910823384303,0.5345569798350334
6,0.29087624312579896,0.5871485774815083
7,0.2912192149331152,0.5285689775198698
8,0.29088591265649427,0.5920473456829787
9,0.28986794931882914,0.5595652321130037
10,0.289785524210438,0.5570200212299824
11,0.2892462437901732,0.5403838070631027
0,0.31767666304146386,0.2798983672820032
1,0.3074731982305533,0.2719197957962751
2,0.3042791886449117,0.26932856080681083
3,0.3037054538957309,0.2686577073633671
