Epoch, Train loss, Val. loss
0,0.07208796619873004
0
0,0.0451138742994364
0,0.2614132761955261
0,0.2674078345298767
0,0.27062830328941345
0,0.03288083369108051
0
0,0.04459205757559421
0,0.02072491569090654,0.015434088546666317
1,0.07118680540897876,0.08237457471713423
2,0.08633903763098753,0.08047568702884018
3,0.08577004777383135,0.08277427038550376
4,0.08600144636987632,0.08215256864950062
5,0.0859749959587794,0.08213203475996853
