epoch,loss
0,0.3497377622127533
1,0.3359904652833939
2,0.3316544976830482
3,0.3292486071586609
4,0.3266000723838806
5,0.32495630383491514
6,0.323521391749382
7,0.3222945839166641
8,0.3211068320274353
9,0.32019341468811036
10,0.3197430944442749
11,0.31921888172626495
12,0.318141804933548
13,0.3174299132823944
14,0.31651618003845217
15,0.3165390396118164
16,0.31637896060943604
17,0.3165486681461334
18,0.3169912731647491
19,0.31632196545600894
20,0.31299134731292727
21,0.3122334349155426
22,0.31198988199234007
23,0.3116526371240616
24,0.31074378013610837
25,0.310792533159256
26,0.31050299763679506
27,0.3097634446620941
28,0.3097764301300049
29,0.30896781086921693
30,0.30852453887462616
31,0.30925426602363587
32,0.30812281370162964
33,0.30740623295307157
34,0.30860330939292907
35,0.3077373278141022
36,0.30656339168548585
37,0.30624127089977266
38,0.3061440098285675
39,0.306808842420578
40,0.3071085560321808
41,0.30603198289871214
42,0.3053910768032074
43,0.3062203621864319
44,0.3058807617425919
45,0.30645451426506043
46,0.3046738111972809
47,0.3047079002857208
48,0.30494759142398836
49,0.30442562758922576
50,0.30437389135360715
51,0.30372819900512693
52,0.3035795021057129
53,0.30319013714790344
54,0.3031319034099579
55,0.30246536672115326
56,0.3022302508354187
57,0.30196538984775545
58,0.3020146000385284
59,0.3014443588256836
60,0.30177647471427915
61,0.3010703635215759
62,0.30214846789836886
63,0.30139639019966125
64,0.30284133434295657
65,0.30052340984344483
66,0.3006083446741104
67,0.3003350055217743
68,0.300236668586731
69,0.30025704979896545
70,0.30000423312187197
71,0.3014152729511261
72,0.3001051580905914
73,0.30230957210063936
74,0.2993089681863785
75,0.2999125003814697
76,0.2996256470680237
77,0.30001986503601075
78,0.2990965986251831
79,0.3000917136669159
80,0.3005254185199738
81,0.2994693958759308
82,0.3021128571033478
83,0.29902696192264555
84,0.2991146421432495
85,0.29881847262382505
86,0.29808698534965516
87,0.29760937213897704
88,0.3001049518585205
89,0.29852455377578735
90,0.29816424727439883
91,0.2974918532371521
92,0.29797725796699526
93,0.29731258630752566
94,0.2974157166481018
95,0.2964147388935089
96,0.29652356684207914
97,0.2964766502380371
98,0.29616677045822143
99,0.2962370538711548
100,0.2959362554550171
101,0.2961434590816498
102,0.29589917182922365
103,0.29594841599464417
104,0.2960348516702652
105,0.2955391573905945
106,0.29539348125457765
107,0.2952619695663452
108,0.29544206857681277
109,0.2955335915088654
110,0.295088506937027
111,0.2961409974098206
112,0.29607460618019105
113,0.29653956174850465
114,0.2953957432508469
115,0.2947651296854019
116,0.2953150022029877
117,0.29454529643058774
118,0.29469388544559477
119,0.29415048241615294
120,0.2938559651374817
121,0.2953439795970917
122,0.29438566327095034
123,0.2943842661380768
124,0.2966630780696869
125,0.29664757013320925
126,0.29725884556770327
127,0.2950341308116913
128,0.2942528009414673
129,0.29440284729003907
130,0.294096274971962
131,0.29407255291938783
132,0.29422844529151915
133,0.29370745062828063
134,0.2946959775686264
135,0.29349748611450194
136,0.2938860535621643
137,0.2930536735057831
138,0.2932943332195282
139,0.2933749210834503
140,0.2937492072582245
141,0.2933628237247467
142,0.2941576427221298
143,0.2939290654659271
144,0.293996285200119
145,0.2940440866351128
146,0.29335505366325376
147,0.2923291933536529
148,0.2923713362216949
149,0.29291303277015684
150,0.29297907173633575
151,0.2929408609867096
152,0.29530540645122527
153,0.2931761109828949
154,0.2924927413463593
155,0.2916932344436646
156,0.2916975581645966
157,0.2914975607395172
158,0.29170655250549316
159,0.29157437205314635
160,0.29155368089675904
161,0.29183373510837557
162,0.29134029865264893
163,0.29133864283561706
164,0.2913950729370117
165,0.2913332438468933
166,0.29174294948577884
167,0.29097975730896
168,0.2910574758052826
169,0.2909640347957611
170,0.29065241932868957
171,0.290910085439682
172,0.29081761598587036
173,0.2908894115686417
174,0.29081475734710693
175,0.2908780825138092
176,0.29126507401466367
177,0.29073683857917787
178,0.2903753787279129
179,0.29042887210845947
180,0.2906318736076355
181,0.2901229691505432
182,0.2919313025474548
183,0.29114129304885866
184,0.29041181564331053
185,0.2913487461209297
186,0.2906876027584076
187,0.2907431045174599
188,0.29040823221206663
189,0.2922406506538391
190,0.2901659095287323
191,0.2917527210712433
192,0.2909805303812027
193,0.29078456640243533
194,0.29287492752075195
195,0.29205915808677674
196,0.2944474923610687
197,0.29384840816259383
198,0.29252215385437014
199,0.29231758952140807
200,0.2918926680088043
201,0.29118884205818174
202,0.29087686657905576
203,0.2908364188671112
204,0.2906786847114563
205,0.2906070327758789
206,0.29075385570526124
207,0.2904169416427612
208,0.2900793254375458
209,0.290168080329895
210,0.29031816244125364
211,0.2912961745262146
212,0.2903100025653839
213,0.29020926505327227
214,0.2898001539707184
215,0.2965932810306549
216,0.2908505940437317
217,0.2912627291679382
218,0.2908016180992126
219,0.2904832738637924
220,0.2910287880897522
221,0.29180891752243043
222,0.2896396064758301
223,0.29188362538814544
224,0.28993542075157164
225,0.28965420126914976
226,0.2900908327102661
227,0.291133748292923
228,0.2902302730083466
229,0.28975605964660645
230,0.2907976055145264
231,0.2899571001529694
232,0.2895477983355522
233,0.2894341683387756
234,0.28922059237957
235,0.28945559620857236
236,0.2904075014591217
237,0.29173461318016053
238,0.29062011510133745
239,0.29165250301361084
240,0.2926984226703644
241,0.2908023905754089
242,0.2933164703845978
243,0.29053584694862367
244,0.29010952115058897
245,0.2900951761007309
246,0.2893974184989929
247,0.28978315234184265
248,0.2891714310646057
249,0.29028494119644166
250,0.29030420422554015
251,0.2892823487520218
252,0.2927917242050171
