batch,loss,size
801,0.036292993,8
802,0.032461405,8
803,0.03136574,8
804,0.032367952,8
805,0.06149049,8
806,0.017685033,8
807,0.027936414,8
808,0.015157945,8
809,0.027256878,8
810,0.028299637,8
811,0.03961471,8
812,0.023550525,8
813,0.021678828,8
814,0.015205471,8
815,0.022766924,8
816,0.017675586,8
817,0.030578285,8
818,0.020996062,8
819,0.022512622,8
820,0.019283727,8
821,0.029814068,8
822,0.030520068,8
823,0.019810282,8
824,0.035890266,8
825,0.01968837,8
826,0.017989831,8
827,0.019849151,8
828,0.032173634,8
829,0.021639954,8
830,0.023650002,8
831,0.024963273,8
832,0.021474268,8
833,0.027742688,8
834,0.025426166,8
835,0.022679253,8
836,0.019233897,8
837,0.019853283,8
838,0.025275197,8
839,0.03864844,8
840,0.01470376,8
841,0.024928378,8
842,0.024195956,8
843,0.030049022,8
844,0.022407,8
845,0.03646961,8
846,0.028994633,8
847,0.019766485,8
848,0.034309935,8
849,0.021828698,8
850,0.02655861,8
851,0.012454454,8
852,0.016435253,8
853,0.02119211,8
854,0.025203267,8
855,0.038010936,8
856,0.018321943,8
857,0.01946071,8
858,0.02624512,8
859,0.024385413,8
860,0.018944286,8
861,0.027505612,8
862,0.027328793,8
863,0.031536788,8
864,0.033174023,8
865,0.025159115,8
866,0.022327228,8
867,0.026715906,8
868,0.019359516,8
869,0.030574333,8
870,0.02316388,8
871,0.02348303,8
872,0.02862939,8
873,0.033129722,8
874,0.019220253,8
875,0.035852946,8
876,0.018801272,8
877,0.023629151,8
878,0.02647743,8
879,0.018662207,8
880,0.033822052,8
881,0.02293829,8
882,0.044746604,8
883,0.018492075,8
884,0.021713104,8
885,0.025356758,8
886,0.02621003,8
887,0.02236418,8
888,0.025820635,8
889,0.038235594,8
890,0.037908576,8
891,0.019102609,8
892,0.023732608,8
893,0.020739485,8
894,0.019104248,8
895,0.028489979,8
896,0.018302724,8
897,0.018684002,8
898,0.016898936,8
899,0.035477847,8
900,0.027646415,8
901,0.029336732,8
902,0.020914627,8
903,0.01521452,8
904,0.03073423,8
905,0.025034437,8
906,0.022483142,8
907,0.034033418,8
908,0.020139497,8
909,0.022322768,8
910,0.027627004,8
911,0.024310011,8
912,0.02318354,8
913,0.02910744,8
914,0.031996872,8
915,0.016395966,8
916,0.019700592,8
917,0.0129469065,8
918,0.037612822,8
919,0.028453486,8
920,0.019856885,8
921,0.03144576,8
922,0.027556324,8
923,0.023371616,8
924,0.017241545,8
925,0.021316687,8
926,0.018170355,8
927,0.022031171,8
928,0.018866029,8
929,0.02298679,8
930,0.02713682,8
931,0.024540564,8
932,0.02841667,8
933,0.017481562,8
934,0.020031102,8
935,0.019282008,8
936,0.038517434,8
937,0.021398826,8
938,0.018906001,8
939,0.020036168,8
940,0.018340515,8
941,0.018160395,8
942,0.03593354,8
943,0.023415355,8
944,0.02537891,8
945,0.021980548,8
946,0.020282056,8
947,0.042058397,8
948,0.032646738,8
949,0.018807087,8
950,0.032235418,8
951,0.02283091,8
952,0.050151724,8
953,0.019677144,8
954,0.037025083,8
955,0.025810562,8
956,0.030000115,8
957,0.023108242,8
958,0.02295262,8
959,0.02801021,8
960,0.019051097,8
961,0.030306168,8
962,0.031345554,8
963,0.030866697,8
964,0.022043606,8
965,0.02077436,8
966,0.029627359,8
967,0.031009026,8
968,0.023111438,8
969,0.019316046,8
970,0.020875432,8
971,0.023291443,8
972,0.014072923,8
973,0.0411439,8
974,0.024505002,8
975,0.024361134,8
976,0.019000392,8
977,0.029982194,8
978,0.022645626,8
979,0.025369523,8
980,0.017408798,8
981,0.021260597,8
982,0.023338834,8
983,0.026223993,8
984,0.030098086,8
985,0.019117037,8
986,0.020899158,8
987,0.019156273,8
988,0.026880354,8
989,0.029927758,8
990,0.03728684,8
991,0.029359449,8
992,0.024754977,8
993,0.02516189,8
994,0.023037046,8
995,0.019767541,8
996,0.027008962,8
997,0.028997425,8
998,0.023699393,8
999,0.035944268,8
1000,0.032230414,8
1001,0.050052527,8
1002,0.03461448,8
1003,0.016269717,8
1004,0.020409493,8
1005,0.014071688,8
1006,0.02645118,8
1007,0.023937065,8
1008,0.04246533,8
1009,0.032176487,8
1010,0.031147622,8
1011,0.026032794,8
1012,0.017962975,8
1013,0.02987207,8
1014,0.020147413,8
1015,0.019483423,8
1016,0.013558262,8
1017,0.02014905,8
1018,0.027302044,8
1019,0.027533868,8
1020,0.022674171,8
1021,0.015689187,8
1022,0.018244522,8
1023,0.018174432,8
1024,0.025671823,8
1025,0.025173819,8
1026,0.02419218,8
1027,0.028555684,8
1028,0.025198048,8
1029,0.022229418,8
1030,0.018890109,8
1031,0.02471683,8
1032,0.023046896,8
1033,0.022528397,8
1034,0.024282552,8
1035,0.027328294,8
1036,0.023317385,8
1037,0.028252102,8
1038,0.028572323,8
1039,0.021018809,8
1040,0.037778586,8
1041,0.01404854,8
1042,0.018689638,8
1043,0.03935878,8
1044,0.031571362,8
1045,0.033255134,8
1046,0.030915864,8
1047,0.029989323,8
1048,0.019002872,8
1049,0.0359866,8
1050,0.028591422,8
1051,0.020917734,8
1052,0.037708167,8
1053,0.029997123,8
1054,0.027969427,8
1055,0.022454437,8
1056,0.030770537,8
1057,0.03357786,8
1058,0.02248575,8
1059,0.018155849,8
1060,0.028813045,8
1061,0.02669484,8
1062,0.032517068,8
1063,0.03138401,8
1064,0.035361838,8
1065,0.038951863,8
1066,0.021436911,8
1067,0.022874262,8
1068,0.021046216,8
1069,0.021819657,8
1070,0.018932646,8
1071,0.03712786,8
1072,0.018190814,8
1073,0.020948902,8
1074,0.025339056,8
1075,0.022679487,8
1076,0.013196755,8
1077,0.023666855,8
1078,0.022998458,8
1079,0.023231631,8
1080,0.019131683,8
1081,0.03169495,8
1082,0.021117147,8
1083,0.02070412,8
1084,0.019454086,8
1085,0.020099737,8
1086,0.03562162,8
1087,0.021034641,8
1088,0.022321044,8
1089,0.021155989,8
1090,0.028831566,8
1091,0.024334844,8
1092,0.024019042,8
1093,0.0281144,8
1094,0.026938,8
1095,0.017533297,8
1096,0.019631809,8
1097,0.020071106,8
1098,0.021164065,8
1099,0.03075529,8
1100,0.02150493,8
1101,0.019853916,8
1102,0.014416144,8
1103,0.020694299,8
1104,0.017262358,8
1105,0.020741103,8
1106,0.020708036,8
1107,0.039730005,8
1108,0.024478648,8
1109,0.027006244,8
1110,0.019226111,8
1111,0.01867255,8
1112,0.024003128,8
1113,0.02262066,8
1114,0.033195104,8
1115,0.018235786,8
1116,0.030872235,8
1117,0.025856476,8
1118,0.017943261,8
1119,0.020030452,8
1120,0.019916175,8
1121,0.037864074,8
1122,0.02378658,8
1123,0.021190539,8
1124,0.041265212,8
1125,0.028219594,8
1126,0.024866823,8
1127,0.02625593,8
1128,0.031796526,8
1129,0.022939658,8
1130,0.02692153,8
1131,0.021897327,8
1132,0.017589957,8
1133,0.02380646,8
1134,0.020536188,8
1135,0.028030608,8
1136,0.024273053,8
1137,0.01691367,8
1138,0.03234226,8
1139,0.016112095,8
1140,0.02591537,8
1141,0.017678097,8
1142,0.028332565,8
1143,0.0120705385,8
1144,0.030441565,8
1145,0.014077913,8
1146,0.014292764,8
1147,0.01666774,8
1148,0.016936764,8
1149,0.020348635,8
1150,0.019285806,8
1151,0.013396729,8
1152,0.039788987,8
1153,0.021279246,8
1154,0.014555387,8
1155,0.019918682,8
1156,0.02708711,8
1157,0.029430829,8
1158,0.022438144,8
1159,0.026456984,8
1160,0.018194217,8
1161,0.018512385,8
1162,0.02308043,8
1163,0.0227916,8
1164,0.027910424,8
1165,0.023357589,8
1166,0.025745098,8
1167,0.02327104,8
1168,0.025891846,8
1169,0.02465878,8
1170,0.017602023,8
1171,0.024456114,8
1172,0.01983832,8
1173,0.02155477,8
1174,0.029541701,8
1175,0.024858002,8
1176,0.0125808,8
1177,0.0280246,8
1178,0.02403336,8
1179,0.027421542,8
1180,0.029794008,8
1181,0.033546515,8
1182,0.021252489,8
1183,0.018887969,8
1184,0.04114755,8
1185,0.030520167,8
1186,0.023585973,8
1187,0.017136665,8
1188,0.025030514,8
1189,0.024174009,8
1190,0.022462228,8
1191,0.03211137,8
1192,0.030126963,8
1193,0.01714795,8
1194,0.015991889,8
1195,0.024645073,8
1196,0.02049943,8
1197,0.021031994,8
1198,0.022191614,8
1199,0.018629404,8
1200,0.019148296,8
1201,0.022395505,8
1202,0.02279144,8
1203,0.017383112,8
1204,0.019929674,8
1205,0.020027576,8
1206,0.01781628,8
1207,0.018353991,8
1208,0.024161473,8
1209,0.02525988,8
1210,0.018769886,8
1211,0.032596312,8
1212,0.03207264,8
1213,0.019779207,8
1214,0.022958491,8
1215,0.026841957,8
1216,0.019259065,8
1217,0.017879045,8
1218,0.01955217,8
1219,0.017544752,8
1220,0.029500598,8
1221,0.022056002,8
1222,0.021710731,8
1223,0.025467614,8
1224,0.023954995,8
1225,0.019321527,8
1226,0.025975665,8
1227,0.026952049,8
1228,0.020202251,8
1229,0.023693692,8
1230,0.017032092,8
1231,0.026875824,8
1232,0.01970847,8
1233,0.030992325,8
1234,0.016939137,8
1235,0.02313829,8
1236,0.023980027,8
1237,0.020481866,8
1238,0.015976759,8
1239,0.017384896,8
1240,0.018940045,8
1241,0.019883921,8
1242,0.015700407,8
1243,0.019548722,8
1244,0.020280702,8
1245,0.017045986,8
1246,0.021820672,8
1247,0.019450776,8
1248,0.030092549,8
1249,0.028492087,8
1250,0.026717702,8
1251,0.031612113,8
1252,0.031180004,8
1253,0.025186295,8
1254,0.0216594,8
1255,0.021367336,8
1256,0.022815831,8
1257,0.03020127,8
1258,0.022185592,8
1259,0.023706064,8
1260,0.026030153,8
1261,0.015338825,8
1262,0.031157,8
1263,0.023180965,8
1264,0.034505747,8
1265,0.02656416,8
1266,0.019589638,8
1267,0.019153891,8
1268,0.023665288,8
1269,0.023272086,8
1270,0.03527785,8
1271,0.017234622,8
1272,0.022346307,8
1273,0.023443295,8
1274,0.020473786,8
1275,0.018103087,8
1276,0.024514867,8
1277,0.028603476,8
1278,0.015402942,8
1279,0.01697419,8
1280,0.022383694,8
1281,0.031760946,8
1282,0.016579444,8
1283,0.014680002,8
1284,0.020414086,8
1285,0.027606463,8
1286,0.0142895635,8
1287,0.021431722,8
1288,0.03056462,8
1289,0.021933071,8
1290,0.019972736,8
1291,0.016818848,8
1292,0.01964888,8
1293,0.023106938,8
1294,0.022419125,8
1295,0.021426067,8
1296,0.019513305,8
1297,0.044600967,8
1298,0.037669647,8
1299,0.014641592,8
1300,0.025363026,8
1301,0.024165377,8
1302,0.01993185,8
1303,0.030033076,8
1304,0.01991512,8
1305,0.018521858,8
1306,0.025579214,8
1307,0.024084227,8
1308,0.017714912,8
1309,0.02901165,8
1310,0.013757031,8
1311,0.028098213,8
1312,0.018861309,8
1313,0.021813344,8
1314,0.018586138,8
1315,0.027079351,8
1316,0.017098913,8
1317,0.025899917,8
1318,0.033105597,8
1319,0.019677633,8
1320,0.028201004,8
1321,0.17430238,8
1322,0.13014163,8
1323,0.08666179,8
1324,0.15516394,8
1325,0.100994,8
1326,0.094431385,8
1327,0.10675916,8
1328,0.13626437,8
1329,0.0903499,8
1330,0.14437997,8
1331,0.13869943,8
1332,0.10724199,8
1333,0.09401306,8
1334,0.1212461,8
1335,0.064181015,8
1336,0.12003464,8
1337,0.067921326,8
1338,0.12823415,8
1339,0.12046043,8
1340,0.07616331,8
1341,0.12373138,8
1342,0.122267485,8
1343,0.07185421,8
1344,0.10265106,8
1345,0.13531323,8
1346,0.11042656,8
1347,0.14024965,8
1348,0.12670538,8
1349,0.10011828,8
1350,0.09894089,8
1351,0.08814648,8
1352,0.090277985,8
1353,0.10224349,8
1354,0.07637136,8
1355,0.14828087,8
1356,0.17833203,8
1357,0.10191012,8
1358,0.14795384,8
1359,0.14707884,8
1360,0.12203897,8
